group,u,s,m,l
real,0.053872041,0.266817676,0.330290353,0.349019929
real,0.041050532,0.234134441,0.341078372,0.383736655
real,0.046512417,0.230939531,0.338954205,0.383593847
real,0.042466619,0.224319522,0.330312373,0.402901486
real,0.047523234,0.238263829,0.329203911,0.385009025
real,0.049750334,0.264625427,0.334871721,0.350752517
real,0.035676496,0.241227684,0.340983341,0.382112479
real,0.02359336,0.254294575,0.345892994,0.37621907
real,0.050095334,0.256973047,0.330136804,0.362794815
real,0.047078092,0.289479471,0.334070115,0.329372322
real,0.029698733,0.230093127,0.347162008,0.393046133
real,0.039415733,0.2525265,0.340945376,0.36711239
real,0.034745896,0.245953799,0.34453525,0.374765056
real,0.03837785,0.252623162,0.343204294,0.365794694
real,0.034181328,0.236460145,0.346295116,0.383063411
real,0.047235292,0.246236126,0.335706311,0.370822272
real,0.042227009,0.262737814,0.335132659,0.359902519
real,0.038951867,0.216385871,0.335274925,0.409387337
real,0.025070482,0.224969637,0.347570821,0.402389061
real,0.032232213,0.227906946,0.34357153,0.39628931
real,0.025072329,0.208503679,0.347834394,0.418589599
real,0.027279365,0.212673598,0.344017891,0.416029146
real,0.052938458,0.266234996,0.331879277,0.348947268
real,0.050699767,0.266777757,0.332165996,0.35035648
real,0.04537344,0.254255031,0.336273079,0.36409845
real,0.053339147,0.240442959,0.327838212,0.378379682
real,0.046763906,0.253973423,0.332698014,0.366564656
real,0.037964468,0.239259566,0.331863314,0.390912652
real,0.04468508,0.228367055,0.330945523,0.396002342
real,0.040251602,0.255797367,0.332666896,0.371284135
real,0.044795172,0.258987459,0.333211063,0.363006306
real,0.043281686,0.259644427,0.33355073,0.363523157
real,0.05170036,0.261213508,0.330678567,0.356407566
real,0.024678196,0.166476396,0.343168378,0.465677031
real,0.035201453,0.245975358,0.339389725,0.379433464
real,0.041368923,0.254902715,0.335912445,0.367815917
real,0.033673825,0.232610545,0.337977957,0.395737673
real,0.037636782,0.25005976,0.333663021,0.378640437
real,0.043936912,0.253230517,0.33228519,0.370547381
real,0.045155205,0.233065667,0.328694412,0.393084716
real,0.04566133,0.227585867,0.329928733,0.39682407
real,0.050329381,0.250450593,0.329518542,0.369701483
real,0.048832959,0.26083236,0.334067719,0.356266961
real,0.047802044,0.233780648,0.328667031,0.389750277
real,0.051704504,0.245934142,0.328761011,0.373600343
real,0.05043706,0.23612535,0.32703442,0.38640317
real,0.050015268,0.264096618,0.332700374,0.35318774
real,0.048888626,0.25307668,0.33181526,0.366219434
real,0.039623582,0.211747701,0.351363805,0.397264913
real,0.037032155,0.31257935,0.334486433,0.315902062
real,0.033539679,0.340094251,0.337068781,0.289297289
real,0.043561403,0.301017563,0.335003231,0.320417804
real,0.047211501,0.265983817,0.332065815,0.354738867
real,0.051545742,0.24557997,0.324426846,0.378447442
real,0.048900053,0.253035591,0.333841381,0.364222975
real,0.047890573,0.247578862,0.333692663,0.370837902
real,0.041845933,0.308722313,0.33436436,0.315067394
real,0.045504657,0.27952756,0.334036189,0.340931594
real,0.048920249,0.252296062,0.332988606,0.365795083
real,0.047239681,0.234749417,0.330365939,0.387644964
real,0.040797447,0.29498338,0.33731198,0.326907193
real,0.041393005,0.215862954,0.331650082,0.411093959
real,0.05227374,0.238836672,0.323320998,0.38556859
real,0.049596305,0.268577343,0.33130157,0.350524782
real,0.053824435,0.268341188,0.331279979,0.346554398
real,0.04550902,0.254837803,0.336507625,0.363145551
real,0.034155876,0.312523195,0.338768263,0.314552666
real,0.044539334,0.290805016,0.338331598,0.326324052
real,0.050718641,0.258341412,0.332174794,0.358765154
real,0.037318196,0.221139599,0.336276661,0.405265544
real,0.032350727,0.200050303,0.335898452,0.431700518
real,0.038810345,0.204573777,0.334864783,0.421751096
real,0.03190334,0.199127285,0.327227821,0.441741554
real,0.030528314,0.21745377,0.345693394,0.406324522
real,0.023926349,0.170274294,0.342084645,0.463714713
real,0.042886741,0.260496684,0.33441371,0.362202865
real,0.049308826,0.262684051,0.333087494,0.354919629
real,0.048575953,0.263382804,0.333479043,0.3545622
real,0.040900386,0.290841589,0.338451661,0.329806364
real,0.039233787,0.242830158,0.338834004,0.379102051
real,0.034121542,0.2652399,0.345461081,0.355177477
real,0.033899366,0.201685632,0.339687053,0.424727949
real,0.030673395,0.184945849,0.340464172,0.443916584
real,0.056634721,0.269807275,0.328257967,0.345300037
real,0.051485649,0.25944674,0.330023461,0.35904415
real,0.05509205,0.260226841,0.326261041,0.358420067
real,0.052880447,0.257253839,0.329117717,0.360747997
real,0.057808599,0.271466261,0.327420972,0.343304168
real,0.057236549,0.268816141,0.327850822,0.346096488
real,0.055740612,0.269254837,0.329159321,0.345845231
real,0.052968566,0.266551943,0.330467565,0.350011926
real,0.056748681,0.270185018,0.328447264,0.344619038
real,0.048918978,0.260155113,0.332285027,0.358640883
real,0.024320209,0.16243265,0.346286809,0.466960332
real,0.056125586,0.267463306,0.327937554,0.348473554
real,0.057055622,0.268265553,0.327841424,0.346837401
real,0.044297038,0.227597925,0.324495297,0.403609741
real,0.041008692,0.2521669,0.331057906,0.375766501
real,0.05065476,0.284029787,0.333673262,0.33164219
real,0.043644226,0.303293637,0.336569898,0.316492239
models,0.043614432,0.294830307,0.400850869,0.260704391
models,0.039125866,0.218365488,0.368752268,0.373756378
models,0.040671701,0.203908874,0.331798809,0.423620616
models,0.039202461,0.340039745,0.40737941,0.213378384
models,0.037572272,0.20918096,0.371108431,0.382138336
models,0.042567082,0.237589415,0.362807573,0.357035931
models,0.041752436,0.357565121,0.393484874,0.207197569
models,0.041677929,0.349029264,0.393296183,0.215996623
models,0.046331108,0.269210285,0.373987371,0.310471235
models,0.041521259,0.191671613,0.323000495,0.443806634
models,0.044028233,0.210272557,0.342802669,0.402896541
models,0.046804203,0.24202596,0.358170404,0.352999433
models,0.044911291,0.368635698,0.372646638,0.213806373
models,0.044951554,0.202791024,0.323770721,0.428486702
models,0.048181152,0.277635708,0.368517431,0.305665709
models,0.048291975,0.279802643,0.363208176,0.308697206
models,0.050051085,0.216935388,0.332846921,0.400166607
models,0.043704374,0.241112369,0.370707532,0.344475725
models,0.053836227,0.287709922,0.270865517,0.387588335
models,0.048331851,0.234428855,0.461269874,0.25596942
models,0.054175439,0.270661686,0.295795276,0.379367599
models,0.049728679,0.253006407,0.34795477,0.349310144
models,0.055579639,0.26912476,0.29991954,0.375376061
models,0.04898233,0.250838917,0.348812338,0.351366414
models,0.043003004,0.20472951,0.343196064,0.409071423
models,0.044408491,0.372315153,0.375720539,0.207555817
models,0.045848138,0.207066471,0.331688458,0.415396933
models,0.047030097,0.354699944,0.368859377,0.229410582
models,0.045637001,0.309924555,0.379567188,0.264871256
models,0.049854696,0.311287642,0.369048523,0.269809139
models,0.043223744,0.331203392,0.390301,0.235271864
models,0.04260777,0.370302835,0.383391477,0.203697918
models,0.042907734,0.198647055,0.3244968,0.433948411
models,0.053025516,0.250174546,0.312766798,0.38403314
models,0.048838931,0.268034559,0.368771654,0.314354856
models,0.044553887,0.201110112,0.319533989,0.434802013
models,0.045617828,0.300103037,0.385547714,0.268731421
models,0.053355276,0.251876454,0.380798587,0.313969683
models,0.044540903,0.206919769,0.330303315,0.418236013
models,0.050544732,0.253725562,0.351414971,0.344314735
models,0.055683663,0.267643377,0.299109243,0.377563717
models,0.051113427,0.273114249,0.362240954,0.31353137
models,0.055309764,0.251620183,0.365113365,0.327956688
models,0.058381065,0.258371053,0.32714012,0.356107762
models,0.045119632,0.227610802,0.348913515,0.378356051
models,0.049072478,0.277115569,0.369569363,0.30424259
models,0.05051788,0.306794988,0.369246697,0.273440435
models,0.044615927,0.215213795,0.339183026,0.400987252
models,0.052152951,0.248577022,0.315754235,0.383515792
models,0.049647567,0.213917736,0.319358598,0.417076099
models,0.049412025,0.237330679,0.452835259,0.260422037
models,0.056149192,0.254765969,0.361644421,0.327440418
models,0.048484641,0.265440067,0.369831302,0.316243989
models,0.053031804,0.25147584,0.367955436,0.327536921
models,0.055095778,0.290031922,0.295144036,0.359728263
models,0.051567917,0.284889965,0.300173465,0.363368654
models,0.042946086,0.337155706,0.40382788,0.216070328
models,0.056179315,0.257544184,0.353915409,0.332361091
models,0.056607301,0.271684012,0.3100215,0.361687187
models,0.051831512,0.25255007,0.373803329,0.32181509
models,0.054799659,0.268139628,0.317802139,0.359258574
models,0.055812432,0.273318453,0.304937061,0.365932055
models,0.049814138,0.238151884,0.442895144,0.269138834
models,0.050558704,0.246372166,0.396320391,0.30674874
models,0.053102118,0.261754076,0.311104507,0.374039299
models,0.054777956,0.268006682,0.342272021,0.334943342
models,0.054399475,0.259287547,0.345685591,0.340627387
models,0.055389984,0.272793952,0.311273704,0.36054236
models,0.056051978,0.26688362,0.314557204,0.362507198
models,0.056882728,0.258694133,0.347374445,0.337048694
models,0.052748261,0.261391111,0.301470496,0.384390132
models,0.055436549,0.26994551,0.268215922,0.406402019
models,0.052156722,0.257792544,0.32947639,0.360574344
models,0.050009326,0.215101537,0.326029852,0.408859285
models,0.050662157,0.256916972,0.341389004,0.351031867
models,0.051819567,0.289454125,0.365641317,0.293084992
models,0.059776881,0.270026265,0.301928081,0.368268774
models,0.047432728,0.228263931,0.343007283,0.381296058
models,0.053680721,0.265866452,0.310832547,0.369620281
models,0.05490725,0.250704577,0.370124688,0.324263485
models,0.04351908,0.362527976,0.380697719,0.213255225
models,0.050796994,0.259894644,0.358567178,0.330741184
models,0.023093126,0.288503772,0.337898917,0.350504185
models,0.029183045,0.199143047,0.229193626,0.542480281
models,0.028990547,0.15660643,0.192676758,0.621726265
models,0.023407127,0.086656665,0.145995861,0.743940347
models,0.03521369,0.424508712,0.310370438,0.22990716
models,0.042001251,0.491895037,0.28000175,0.186101962
models,0.048920014,0.559444488,0.237763316,0.153872182
models,0.035889126,0.423726454,0.310112047,0.230272372
models,0.04121444,0.480893377,0.286025739,0.191866444
models,0.048193994,0.553639493,0.24232181,0.155844703
models,0.035995933,0.426105317,0.310730493,0.227168257
models,0.041207341,0.480051994,0.287827909,0.190912757
models,0.049117101,0.556648695,0.243333532,0.150900672
models,0.033803717,0.40270028,0.319274369,0.244221635
models,0.039111657,0.457762246,0.299300783,0.203825315
models,0.047716436,0.548339458,0.252159824,0.151784283
models,0.031497685,0.355175445,0.350250399,0.263076471
models,0.034946585,0.382109168,0.350432683,0.232511564
models,0.040796758,0.429336947,0.341288709,0.188577586
models,0.029267096,0.328776664,0.364922644,0.277033596
models,0.031838614,0.345803331,0.372866408,0.249491648
models,0.034909178,0.380730926,0.380830686,0.20352921
models,0.02634098,0.296295181,0.380190087,0.297173751
models,0.026503038,0.297954154,0.399911982,0.275630825
models,0.027297172,0.317148154,0.426024699,0.229529975
models,0.021651193,0.244749831,0.403070041,0.330528936
models,0.01947382,0.22636041,0.44018907,0.3139767
models,0.013778369,0.19523045,0.529821246,0.261169934
models,0.020731281,0.213781846,0.418516339,0.346970535
models,0.018511498,0.184553674,0.460868065,0.336066764
models,0.013804411,0.144033009,0.538538683,0.303623897
models,0.020544002,0.190764611,0.419542741,0.369148646
models,0.017197406,0.159311181,0.460161694,0.36332972
models,0.012813786,0.120485059,0.538684394,0.32801676
models,0.029547689,0.214615774,0.237876426,0.517960112
models,0.030091158,0.176089607,0.20285616,0.590963075
models,0.026786754,0.115684067,0.161091147,0.696438032
models,0.019344539,0.18721803,0.407145343,0.386292089
models,0.017377234,0.158410471,0.433380217,0.390832078
models,0.011378636,0.099092678,0.509915345,0.379613341
models,0.018454817,0.169737191,0.394983031,0.416824961
models,0.015535235,0.132672319,0.410767696,0.441024751
models,0.008228515,0.065048174,0.438660823,0.488062488
models,0.023719477,0.173379719,0.270763704,0.532137099
models,0.022169254,0.142523074,0.241399213,0.593908459
models,0.016206094,0.086287549,0.187212684,0.710293672
models,0.026247496,0.185358859,0.244855025,0.54353862
models,0.026306369,0.155083708,0.215648195,0.602961728
models,0.018674369,0.086472269,0.157095764,0.737757597
models,0.027184741,0.181654874,0.226968753,0.564191631
models,0.026417943,0.146281065,0.195236954,0.632064038
models,0.021168315,0.092816181,0.155590522,0.730424982
models,0.029976157,0.226649039,0.240465928,0.502908876
models,0.03088091,0.191626111,0.206155896,0.571337084
models,0.029564936,0.119123122,0.152524253,0.698787689
models,0.029760373,0.24745435,0.253213924,0.469571353
models,0.031680295,0.224332386,0.224500085,0.519487235
models,0.033534098,0.137484663,0.148375931,0.680605309
models,0.032500156,0.296301448,0.25111952,0.420078876
models,0.03691025,0.282533254,0.212541202,0.468015294
models,0.045747932,0.237829743,0.155425121,0.560997204
models,0.036695307,0.370265563,0.292192689,0.300846441
models,0.043988819,0.399227979,0.274042355,0.282740847
models,0.063096322,0.438939543,0.231767046,0.266197089
models,0.037551412,0.399758655,0.299892588,0.262797346
models,0.04544697,0.443377458,0.277575996,0.233599577
models,0.058369019,0.495606669,0.241886202,0.20413811
models,0.038613817,0.430046385,0.300764558,0.23057524
models,0.04484691,0.47686978,0.27813885,0.200144459
models,0.052742406,0.539735778,0.238396346,0.16912547
models,0.03633846,0.432355906,0.306465488,0.224840146
models,0.041904954,0.495470365,0.27804995,0.184574731
models,0.048742312,0.56926766,0.232343197,0.149646831
