Ant	Angle	lenA	lenB	frame	minimo	massimo	sommatot	somma1	somma2	somma3	somma4	somma5	somma6	somma7	somma8
Aree: 45 45 45 45 45 45 45 45 
10698	3	18	17	0	0	4403	264282	17902	29154	12144	4336	23029	37735	68266	28206	
10698	3	19	18	0	0	11435	390440	48451	31517	52873	48298	32746	22547	18126	55066	
10698	-6	18	17	0	23	6601	471810	53768	59600	70770	48395	26023	49449	32258	43479	
10698	-79	10	7	0	0	4502	263856	19967	28927	22710	37929	38479	34124	22141	14983	
10699	45	5	7	0	1623	118790	2.2037e+06	191782	297240	237765	260729	221880	151881	186708	200804	
10699	45	7	4	0	2197	175869	2.99336e+06	246267	351791	330865	213367	287662	437814	376065	209458	
10704	12	12	13	0	88	19395	926776	92951	102760	118961	123713	117847	83234	58784	66390	
10704	53	12	9	0	525	36010	1.41977e+06	105112	79082	102737	139006	402023	115497	118384	126479	
10704	-66	12	8	0	821	83996	1.99187e+06	202908	127583	111296	171128	135785	209164	331747	386461	
10716	-16	13	12	0	0	12201	237676	22789	15864	16268	23745	16918	34728	25932	38138	
10716	-21	12	11	0	0	12194	197389	18793	3844	9849	15937	10438	66283	22429	24428	
10716	-28	12	11	0	0	12262	197855	25583	33111	9194	11967	36133	14437	12520	16551	
10716	38	5	9	0	0	12200	192672	17085	18248	22281	37404	17327	23844	6058	15792	
10716	-56	13	10	0	0	12105	165264	17828	8829	16871	36264	18601	4526	17644	14469	
10716	6	12	10	0	0	12286	171539	8863	25672	4597	9509	30034	47853	8789	6354	
10774	18	12	13	0	969	96443	2.4165e+06	379504	99468	161874	166505	400311	350414	186150	225744	
10775	-145	12	3	0	222	55810	1.26603e+06	48663	48103	96855	240391	290560	193857	78255	47311	
10794	12	9	9	0	53	21258	528395	56186	58706	53291	31877	83033	57173	50351	51284	
10794	-16	14	12	0	1152	21534	1.83285e+06	141674	145723	142849	205240	143499	197272	337476	173284	
10794	28	8	7	0	1805	64855	2.62946e+06	253722	202640	198104	158195	215272	414221	401184	242421	
10794	-2	15	12	0	55	21362	600131	61738	46485	49072	44366	52171	73152	79654	92342	
10794	32	10	10	0	432	22317	884473	132448	99157	56253	67249	128003	106346	79283	68962	
10794	-41	10	10	0	611	22400	1.637e+06	127476	109534	165744	165824	234283	199903	151262	147278	
10794	-4	4	12	0	3	21296	563374	49323	83451	63775	60337	67382	41489	32947	65600	
10810	0	9	9	0	276	20867	1.09114e+06	87067	97237	92341	76054	134163	173535	148520	76935	
