"ID","Recording","Temp","Call","Call_Duration","Call_Interval","Call_Period","Pulse1_Duration","Pulse1_Rise","Pulse1_Fall","Pulse1_Interval","Pulse1_Period","Pulse2_Duration","Pulse2_Rise","Pulse2_Fall","Pulse2_Interval","Pulse2_Period","Pulse3_Duration","Pulse3_Rise","Pulse3_Fall","Pulse3_Interval","Pulse3_Period","Pulse4_Duration","Pulse4_Rise","Pulse4_Fall","Pulse4_Interval","Pulse4_Period","Pulse5_Duration","Pulse5_Rise","Pulse5_Fall","Pulse5_Interval","Pulse5_Period","Pulse6_Duration","Pulse6_Rise","Pulse6_Fall","Num_Pulses","Pulse1_Max_Freq","Pulse2_Max_Freq","Pulse3_Max_Freq","Pulse4_Max_Freq","Pulse5_Max_Freq","Pulse6_Max_Freq"
"BV1eye","E061",24.4,6,0.291,1.742,2.033,0.036,0.02,0.016,0.047,0.083,0.037,0.009,0.028,0.046,0.083,0.037,0.017,0.02,0.052,0.089,0.036,0.008,0.028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5254,5340,5340,5340,NA,NA
"BV1eye","E061",24.4,7,0.29,1.935,2.225,0.038,0.018,0.02,0.045,0.083,0.038,0.025,0.013,0.047,0.085,0.038,0.01,0.028,0.05,0.088,0.034,0.011,0.023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4866,5038,5124,5081,NA,NA
"BV1eye","E061",24.4,8,0.202,1.86,2.062,0.036,0.012,0.024,0.046,0.082,0.037,0.017,0.02,0.047,0.084,0.035,0.02,0.015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5124,5211,5254,NA,NA,NA
"BV1eye","E061",24.4,9,0.206,2.155,2.361,0.036,0.019,0.017,0.049,0.085,0.037,0.02,0.017,0.048,0.085,0.037,0.012,0.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5211,5254,5297,NA,NA,NA
"BV1eye","E061",24.4,10,0.286,1.942,2.228,0.036,0.013,0.023,0.047,0.083,0.037,0.017,0.02,0.049,0.086,0.037,0.019,0.018,0.047,0.084,0.035,0.015,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5081,5211,5254,5297,NA,NA
"BV1eye","E061",24.4,11,0.29,1.873,2.163,0.037,0.023,0.014,0.044,0.081,0.038,0.01,0.028,0.046,0.084,0.038,0.008,0.03,0.049,0.087,0.037,0.008,0.029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5254,5297,5240,5340,NA,NA
"BV1eye","E061",24.4,12,0.293,1.812,2.105,0.038,0.016,0.022,0.043,0.081,0.037,0.025,0.012,0.046,0.083,0.038,0.01,0.028,0.056,0.094,0.034,0.017,0.017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4866,5038,5124,5038,NA,NA
"BV1eye","E061",24.4,13,0.205,3.069,3.274,0.036,0.011,0.025,0.048,0.084,0.037,0.006,0.031,0.047,0.084,0.037,0.021,0.016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5124,5168,5254,NA,NA,NA
"BV1eye","E061",24.4,14,0.209,2.395,2.604,0.037,0.019,0.018,0.049,0.086,0.035,0.02,0.015,0.049,0.084,0.038,0.014,0.024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5211,5254,5297,NA,NA,NA
"BV1eye","E061",24.4,15,0.289,1.904,2.193,0.036,0.019,0.017,0.048,0.084,0.038,0.027,0.011,0.047,0.085,0.037,0.011,0.026,0.049,0.086,0.034,0.011,0.023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4823,5038,5081,5081,NA,NA
"BV1eye","E061",24.4,16,0.2,2.028,2.228,0.038,0.011,0.027,0.045,0.083,0.036,0.016,0.02,0.046,0.082,0.036,0.018,0.018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5168,5211,5254,NA,NA,NA
"BV1eye","E061",24.4,17,0.296,2.24299999999999,2.53899999999999,0.036,0.024,0.012,0.049,0.085,0.036,0.019,0.017,0.051,0.087,0.036,0.015,0.021,0.056,0.092,0.033,0.02,0.013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5254,5254,5254,5254,NA,NA
"BV1eye","E061",24.4,18,0.208,2.022,2.23,0.036,0.021,0.015,0.049,0.085,0.038,0.012,0.026,0.05,0.088,0.036,0.02,0.016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5254,5297,5340,NA,NA,NA
"BV1eye","E061",24.4,19,0.207,7.911,8.118,0.037,0.018,0.019,0.047,0.084,0.037,0.027,0.01,0.048,0.085,0.038,0.015,0.023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4823,5038,5081,NA,NA,NA
"BV1eye","E061",24.4,20,0.212,2.673,2.885,0.033,0.015,0.018,0.056,0.089,0.035,0.01,0.025,0.052,0.087,0.036,0.006,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5038,5081,5124,NA,NA,NA
"BV87","E065",23.4,1,0.2,1.93,2.13,0.033,0.015,0.018,0.049,0.082,0.032,0.014,0.018,0.054,0.086,0.032,0.014,0.018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5383,5426,5426,NA,NA,NA
"BV87","E065",23.4,2,0.201,2.123,2.324,0.034,0.005,0.029,0.049,0.083,0.033,0.016,0.017,0.052,0.085,0.032,0.015,0.017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5168,5340,5340,NA,NA,NA
"BV87","E065",23.4,3,0.2,2.154,2.354,0.035,0.017,0.018,0.05,0.085,0.033,0.014,0.019,0.051,0.084,0.032,0.011,0.021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5383,5426,5426,NA,NA,NA
"BV87","E065",23.4,4,0.201,2.456,2.657,0.034,0.014,0.02,0.052,0.086,0.033,0.01,0.023,0.051,0.084,0.032,0.012,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5426,5469,5469,NA,NA,NA
"BV87","E065",23.4,5,0.2,2.526,2.726,0.033,0.005,0.028,0.048,0.081,0.034,0.016,0.018,0.052,0.086,0.033,0.015,0.018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5297,5340,5383,NA,NA,NA
"BV87","E065",23.4,6,0.21,2.312,2.522,0.034,0.015,0.019,0.057,0.091,0.033,0.015,0.018,0.054,0.087,0.032,0.014,0.018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5383,5383,5426,NA,NA,NA
"BV87","E065",23.4,7,0.207,2.07,2.277,0.035,0.006,0.029,0.054,0.089,0.034,0.003,0.031,0.052,0.086,0.033,0.004,0.029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5297,5340,5340,NA,NA,NA
"BV87","E065",23.4,8,0.209,2.086,2.295,0.036,0.018,0.018,0.052,0.088,0.033,0.016,0.017,0.054,0.087,0.033,0.014,0.019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5340,5383,5383,NA,NA,NA
"BV87","E065",23.4,9,0.206,2.294,2.5,0.034,0.018,0.016,0.052,0.086,0.034,0.014,0.02,0.052,0.086,0.034,0.012,0.022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5383,5426,5426,NA,NA,NA
"BV87","E065",23.4,10,0.202,2.174,2.376,0.035,0.005,0.03,0.047,0.082,0.034,0.017,0.017,0.053,0.087,0.033,0.016,0.017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5297,5383,5383,NA,NA,NA
"BV87","E065",23.4,11,0.303,2.229,2.532,0.034,0.018,0.016,0.053,0.087,0.034,0.015,0.019,0.05,0.084,0.034,0.013,0.021,0.067,0.101,0.032,0.017,0.015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5383,5383,5426,5383,NA,NA
"BV87","E065",23.4,12,0.201,2.201,2.402,0.035,0.006,0.029,0.047,0.082,0.033,0.017,0.016,0.052,0.085,0.034,0.016,0.018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5340,5383,5383,NA,NA,NA
"BV87","E065",23.4,13,0.293,1.971,2.264,0.035,0.014,0.021,0.049,0.084,0.033,0.011,0.022,0.052,0.085,0.033,0.009,0.024,0.059,0.092,0.033,0.012,0.021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5383,5426,5426,5426,NA,NA
"BV87","E065",23.4,14,0.201,2.038,2.239,0.035,0.006,0.029,0.048,0.083,0.034,0.017,0.017,0.051,0.085,0.033,0.016,0.017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5340,5383,5383,NA,NA,NA
"BV87","E065",23.4,15,0.206,2.527,2.733,0.034,0.018,0.016,0.05,0.084,0.035,0.013,0.022,0.053,0.088,0.034,0.012,0.022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5383,5426,5426,NA,NA,NA
"BV87","E065",23.4,16,0.204,1.897,2.101,0.035,0.005,0.03,0.049,0.084,0.033,0.018,0.015,0.054,0.087,0.034,0.017,0.017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5297,5340,5383,NA,NA,NA
"BV87","E065",23.4,17,0.209,2.307,2.516,0.034,0.017,0.017,0.053,0.087,0.034,0.014,0.02,0.053,0.087,0.034,0.012,0.022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5383,5383,5426,NA,NA,NA
"BV87","E065",23.4,18,0.206,1.93,2.136,0.035,0.005,0.03,0.05,0.085,0.034,0.004,0.03,0.051,0.085,0.035,0.016,0.019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5297,5340,5383,NA,NA,NA
"BV87","E065",23.4,19,0.209,2.49799999999999,2.70699999999999,0.036,0.017,0.019,0.051,0.087,0.035,0.016,0.019,0.051,0.086,0.034,0.014,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5340,5340,5340,NA,NA,NA
"BV87","E065",23.4,20,0.207,4.43700000000001,4.64400000000001,0.036,0.007,0.029,0.051,0.087,0.034,0.004,0.03,0.053,0.087,0.033,0.004,0.029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5297,5340,5340,NA,NA,NA
"BV11","E069",23.2,1,0.211,1.504,1.715,0.036,0.006,0.03,0.055,0.091,0.036,0.004,0.032,0.05,0.086,0.034,0.004,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5383,5426,5469,NA,NA,NA
"BV11","E069",23.2,2,0.293,1.608,1.901,0.036,0.026,0.01,0.047,0.083,0.037,0.006,0.031,0.05,0.087,0.035,0.007,0.028,0.058,0.093,0.028,0.006,0.022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5168,5340,5383,5340,NA,NA
"BV11","E069",23.2,3,0.216,1.357,1.573,0.036,0.01,0.026,0.053,0.089,0.036,0.006,0.03,0.056,0.092,0.036,0.004,0.032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5297,5383,5426,NA,NA,NA
"BV11","E069",23.2,4,0.306,1.605,1.911,0.036,0.007,0.029,0.047,0.083,0.037,0.004,0.033,0.057,0.094,0.037,0.014,0.023,0.061,0.098,0.033,0.003,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5340,5469,5469,5426,NA,NA
"BV11","E069",23.2,5,0.217,1.689,1.906,0.036,0.027,0.009,0.052,0.088,0.036,0.008,0.028,0.057,0.093,0.037,0.016,0.021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5254,5383,5426,NA,NA,NA
"BV11","E069",23.2,6,0.22,2.066,2.286,0.036,0.006,0.03,0.054,0.09,0.037,0.003,0.034,0.055,0.092,0.038,0.013,0.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5340,5426,5469,NA,NA,NA
"BV11","E069",23.2,7,0.292,1.488,1.78,0.037,0.007,0.03,0.049,0.086,0.037,0.013,0.024,0.05,0.087,0.035,0.009,0.026,0.051,0.086,0.034,0.009,0.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5383,5512,5555,5512,NA,NA
"BV11","E069",23.2,8,0.21,1.445,1.655,0.036,0.008,0.028,0.049,0.085,0.035,0.004,0.031,0.054,0.089,0.036,0.003,0.033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5297,5426,5469,NA,NA,NA
"BV11","E069",23.2,9,0.3,1.522,1.822,0.036,0.02,0.016,0.052,0.088,0.038,0.007,0.031,0.05,0.088,0.036,0.003,0.033,0.052,0.088,0.036,0.004,0.032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5211,5340,5426,5426,NA,NA
"BV11","E069",23.2,10,0.303,1.65,1.953,0.036,0.007,0.029,0.05,0.086,0.037,0.003,0.034,0.053,0.09,0.037,0.003,0.034,0.056,0.093,0.033,0.003,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5297,5426,5469,5469,NA,NA
"BV11","E069",23.2,11,0.296,2.219,2.515,0.036,0.011,0.025,0.047,0.083,0.037,0.004,0.033,0.052,0.089,0.037,0.004,0.033,0.054,0.091,0.033,0.004,0.029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5297,5426,5469,5426,NA,NA
"BV11","E069",23.2,12,0.209,1.325,1.534,0.038,0.007,0.031,0.047,0.085,0.035,0.007,0.028,0.053,0.088,0.035,0.003,0.032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5211,5297,5383,NA,NA,NA
"BV11","E069",23.2,13,0.21,1.514,1.724,0.037,0.011,0.026,0.048,0.085,0.037,0.003,0.034,0.053,0.09,0.036,0.001,0.035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5297,5426,5469,NA,NA,NA
"BV11","E069",23.2,14,0.406,1.868,2.274,0.037,0.006,0.031,0.046,0.083,0.036,0.021,0.015,0.055,0.091,0.036,0.009,0.027,0.061,0.097,0.035,0.018,0.017,0.063,0.098,0.035,0.03,0.005,NA,NA,NA,NA,NA,5,5340,5469,5512,5512,5512,NA
"BV11","E069",23.2,15,0.298,1.5,1.798,0.036,0.012,0.024,0.053,0.089,0.036,0.006,0.03,0.05,0.086,0.036,0.004,0.032,0.052,0.088,0.035,0.004,0.031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5297,5383,5426,5426,NA,NA
"BV11","E069",23.2,16,0.208,1.565,1.773,0.037,0.006,0.031,0.049,0.086,0.036,0.006,0.03,0.05,0.086,0.035,0.003,0.032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5211,5297,5383,NA,NA,NA
"BV11","E069",23.2,17,0.305,1.596,1.901,0.038,0.014,0.024,0.05,0.088,0.036,0.007,0.029,0.055,0.091,0.037,0.004,0.033,0.054,0.091,0.035,0.003,0.032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5211,5383,5426,5469,NA,NA
"BV11","E069",23.2,18,0.209,1.916,2.125,0.036,0.006,0.03,0.05,0.086,0.035,0.003,0.032,0.053,0.088,0.035,0.019,0.016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5340,5469,5512,NA,NA,NA
"BV11","E069",23.2,19,0.216,1.611,1.827,0.037,0.013,0.024,0.053,0.09,0.036,0.007,0.029,0.055,0.091,0.037,0.003,0.034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5211,5340,5426,NA,NA,NA
"BV11","E069",23.2,20,0.209,1.382,1.591,0.036,0.007,0.029,0.049,0.085,0.036,0.004,0.032,0.052,0.088,0.035,0.03,0.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5297,5469,5512,NA,NA,NA
"B14-5","C187",24.3,1,0.362,2.342,2.704,0.034,0.006,0.028,0.047,0.081,0.034,0.023,0.011,0.049,0.083,0.033,0.02,0.013,0.048,0.081,0.031,0.018,0.013,0.055,0.086,0.031,0.021,0.01,NA,NA,NA,NA,NA,5,5512,5555,5598,5598,5598,NA
"B14-5","C187",24.3,2,0.365,2.078,2.443,0.033,0.03,0.003,0.048,0.081,0.033,0.023,0.01,0.049,0.082,0.034,0.021,0.013,0.048,0.082,0.032,0.021,0.011,0.054,0.086,0.033,0.021,0.012,NA,NA,NA,NA,NA,5,5555,5555,5641,5641,5598,NA
"B14-5","C187",24.3,3,0.279,2.383,2.662,0.036,0.004,0.032,0.048,0.084,0.034,0.004,0.03,0.046,0.08,0.035,0.022,0.013,0.05,0.085,0.031,0.022,0.009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5555,5555,5598,5598,NA,NA
"B14-5","C187",24.3,4,0.276,1.563,1.839,0.029,0.026,0.003,0.053,0.082,0.033,0.006,0.027,0.047,0.08,0.034,0.006,0.028,0.053,0.087,0.026,0.006,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5211,5297,5340,5297,NA,NA
"B14-5","C187",24.3,5,0.2,1.493,1.693,0.033,0.006,0.027,0.051,0.084,0.032,0.004,0.028,0.05,0.082,0.035,0.017,0.018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5297,5340,5469,NA,NA,NA
"B14-5","C187",24.3,6,0.195,2.602,2.797,0.031,0.005,0.026,0.048,0.079,0.031,0.017,0.014,0.051,0.082,0.034,0.007,0.027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5340,5469,5512,NA,NA,NA
"B14-5","C187",24.3,7,0.45,1.805,2.255,0.029,0.02,0.009,0.054,0.083,0.033,0.026,0.007,0.047,0.08,0.034,0.022,0.012,0.05,0.084,0.033,0.018,0.015,0.052,0.085,0.033,0.019,0.014,0.057,0.09,0.031,0.022,0.009,6,5469,5555,5598,5598,5598,5555
"B14-5","C187",24.3,8,0.278,1.516,1.794,0.033,0.021,0.012,0.051,0.084,0.035,0.027,0.008,0.046,0.081,0.034,0.024,0.01,0.05,0.084,0.029,0.022,0.007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5512,5598,5598,5555,NA,NA
"B14-5","C187",24.3,9,0.279,1.723,2.002,0.034,0.022,0.012,0.047,0.081,0.032,0.021,0.011,0.049,0.081,0.034,0.02,0.014,0.049,0.083,0.033,0.02,0.013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5469,5598,5598,5598,NA,NA
"B14-5","C187",24.3,10,0.201,1.699,1.9,0.034,0.029,0.005,0.049,0.083,0.034,0.022,0.012,0.05,0.084,0.034,0.02,0.014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5512,5598,5598,NA,NA,NA
"B14-5","C187",24.3,11,0.282,1.644,1.926,0.035,0.028,0.007,0.048,0.083,0.034,0.02,0.014,0.048,0.082,0.035,0.017,0.018,0.05,0.085,0.032,0.017,0.015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5555,5598,5641,5598,NA,NA
"B14-5","C187",24.3,12,0.373,1.619,1.992,0.036,0.028,0.008,0.047,0.083,0.035,0.022,0.013,0.048,0.083,0.035,0.018,0.017,0.052,0.087,0.033,0.019,0.014,0.058,0.091,0.029,0.022,0.007,NA,NA,NA,NA,NA,5,5598,5598,5641,5598,5598,NA
"B14-5","C187",24.3,13,0.278,1.803,2.081,0.034,0.027,0.007,0.048,0.082,0.033,0.021,0.012,0.049,0.082,0.034,0.019,0.015,0.05,0.084,0.03,0.022,0.008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5555,5598,5598,5598,NA,NA
"B14-5","C187",24.3,14,0.279,1.761,2.04,0.032,0.023,0.009,0.048,0.08,0.034,0.023,0.011,0.051,0.085,0.033,0.023,0.01,0.052,0.085,0.029,0.021,0.008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5512,5598,5598,5555,NA,NA
"B14-5","C187",24.3,15,0.281,2.206,2.487,0.035,0.017,0.018,0.051,0.086,0.031,0.023,0.008,0.052,0.083,0.034,0.021,0.013,0.049,0.083,0.028,0.018,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5512,5598,5598,5598,NA,NA
"B14-5","C187",24.3,16,0.291,2.036,2.327,0.032,0.027,0.005,0.056,0.088,0.034,0.023,0.011,0.049,0.083,0.032,0.022,0.01,0.058,0.09,0.031,0.023,0.008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5512,5598,5598,5555,NA,NA
"B14-5","C187",24.3,17,0.204,1.706,1.91,0.034,0.026,0.008,0.052,0.086,0.035,0.022,0.013,0.05,0.085,0.033,0.021,0.012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5555,5598,5598,NA,NA,NA
"B14-5","C187",24.3,18,0.201,1.762,1.963,0.034,0.016,0.018,0.05,0.084,0.033,0.024,0.009,0.05,0.083,0.034,0.02,0.014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5512,5555,5598,NA,NA,NA
"B14-5","C187",24.3,19,0.287,1.846,2.133,0.035,0.029,0.006,0.05,0.085,0.032,0.022,0.01,0.052,0.084,0.035,0.022,0.013,0.051,0.086,0.033,0.018,0.015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5512,5598,5598,5598,NA,NA
"B14-5","C187",24.3,20,0.286,1.765,2.051,0.033,0.027,0.006,0.051,0.084,0.034,0.02,0.014,0.05,0.084,0.034,0.018,0.016,0.052,0.086,0.033,0.017,0.016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5555,5598,5598,5598,NA,NA
