Species,HostClutchID,ExpClutchID,Date,Time,ClutchSize,StillLaying,EmbryoScore,Result,MaxTime,Host_UV,Host_SW,Host_MW,Host_LW,Host_D,Exp_UV,Exp_SW,Exp_MW,Exp_LW,Exp_D,JND_Colour,JND_Luminance,Host_MeanLength,Host_MeanBreadth,Exp_Length,Exp_Breadth,Host_Dispersion,Host_StdDispersion,Host_PropPower,Host_FilterSize,Host_PatternProp,Host_PCPower,Exp_Dispersion,Exp_StdDispersion,Exp_PropPower,Exp_FilterSize,Exp_PatternProp,Exp_PCPower,ReplacedEgg,IntraClutch,InterClutch,ExpHost,ExpHost_all,DiffNum,DiffNum_all,ParaDist,Exp_FS,Exp_FSD,Host1_FS,Host1_FSD,Host2_FS,Host2_FSD,Host3_FS,Host3_FSD,Host_FS,Host_FSD,ExpComplexity,Complexity_egg1,Complexity_egg2,Complexity_egg3,AvHostComplexity
Prinia subflava,2009_PS132,2009_PS059 ,13/02/2009,16,3,No,1,0,3,0.30508,0.36894,0.5057,0.63102,0.54408,0.16164,0.23864,0.37242,0.483,0.40654,4.1756,5.8283,15.32,11.58,15.92,11.71,0.1065,0.66504016,0.370616665,2.5,0.1874,-0.6175411,0.036,0.58727569,0.36516667,2,0.0613,-0.9628832,3,0.89368,0.933379959,0.92715,0.934373333,140,141,0.938166667,7.599593918,5.153557459,6.250412737,4.546015804,6.078781296,4.465138405,,,6.164597017,4.505577105,3303.244265,3358.375824,2926.789922,,3142.582873
Prinia subflava,2009_PS133,2009_PS080 ,14/02/2009,16,3,No,0,1,2,0.32004,0.6339,0.6894,0.60102,0.65504,0.25572,0.61804,0.6739,0.56694,0.63164,2.2127,0.7275,15.7,11.83,14.05,11.22,-0.014,-0.021740495,0.37873333,2.666666665,0.304633335,0.63403247,0.4677,1.76180311,0.4411,2,0.26546667,-0.1381414,3,0.91032,0.949369717,0.9516,0.945383333,483,402.6666667,0.95212,7.238978181,5.928876243,5.764200742,4.932391172,5.39718324,4.518472284,,,5.580691991,4.725431728,2583.683473,4408.38276,4167.310409,,4287.846585
Prinia subflava,2009_PS134,2009_PS090 ,14/02/2009,15,2,Yes,0,0,14,0.30072,0.63374,0.68106,0.5756,0.64086,0.31758,0.60204,0.62218,0.52788,0.58698,1.6144,1.7564,15.67,11.8,15.52,11.03,0.3194,0.54239783,0.3377,4,0.58886667,0.04963812,-0.0376,-0.0632713,0.3443,2,0.59426667,0.30991269,2,0.88857,0.947684666,0.91654,0.912555,156,181.5,0.97008,6.02221194,4.226679226,5.994217882,4.457413591,,,,,5.994217882,4.457413591,3703.243007,4404.549207,,,4404.549207
Prinia subflava,2009_PS135,2009_PS033 ,14/02/2009,15,3,No,1,0,4,0.26894,0.3442,0.51088,0.70134,0.57168,0.20542,0.31538,0.4794,0.56708,0.5032,2.7714,2.5518,14.89,11.11,15.09,11.71,0.1176,0.1051718,0.35106667,3,0.281816665,-0.2891747,0.1765,0.70656525,0.37626667,2,0.2498,-0.7689373,3,0.940273333,0.943356143,0.95769,0.941023333,311,200.6666667,0.93501,7.181577494,9.471356284,5.634768851,5.834090322,5.963183808,6.284529567,,,5.79897633,6.059309945,2713.321418,3523.345483,3762.577774,,3642.961629
Prinia subflava,2009_PS148,2009_PS092 ,17/02/2009,16,4,No,0,1,4,0.26968,0.63428,0.6464,0.50448,0.59484,0.41736,0.5718,0.6377,0.64274,0.63652,6.4651,1.3545,14.65,11.62,14.7,10.88,-0.011266667,-0.07248025,0.337933333,2.888888887,0.293577777,-0.589131567,0.7451,1.34075096,0.3291,2.66666667,0.55573333,-1.0327987,4,0.937298333,0.942345182,0.9364,0.9386025,141.3333333,85.5,0.9191775,6.916302589,5.189867084,7.264488626,5.142630605,5.819780635,4.159533746,6.791467572,5.752529968,6.625245611,5.01823144,2843.036366,2700.698183,2809.431193,2904.12662,2804.751999
Prinia subflava,2009_PS149,2009_PS093 ,17/02/2009,16,3,No,0,1,1,0.61802,0.91024,0.94338,0.8872,0.9219,0.33454,0.39682,0.53426,0.64044,0.56618,6.5668,9.7505,15.43,11.37,15.9,10.97,0.05805,0.20532124,0.40615,2.16666667,0.1955,3.406347225,-0.3089,-1.6218061,0.33956667,1.33333333,0.19046667,-0.3167286,3,0.899673333,0.9412077,0.94911,0.947256667,126,141.6666667,0.972616667,9.297831811,7.830270609,8.772195566,5.541675369,8.771353575,6.255258471,,,8.771774571,5.89846692,2596.414687,2492.157591,2479.00911,,2485.583351
Prinia subflava,2009_PS151,2009_PS109 ,15/02/2009,18,3,No,2,1,1,0.2291,0.26594,0.44192,0.66774,0.51484,0.1642,0.20302,0.33626,0.473,0.37984,1.2227,6.0821,16.44,11.31,17.66,11.77,0.07995,0.89077391,0.292916665,2.666666665,0.083116665,-1.18433055,0.0425,1.29179331,0.2593,2.66666667,0.0329,-1.344678,3,0.926806667,0.970656205,0.90672,0.92027,-24,-41.33333333,0.969106667,4.504851,3.796406329,8.673279781,9.70484534,9.77287964,12.69317625,,,9.223079711,11.1990108,3293.534977,2171.469875,1678.25786,,1924.863868
Prinia subflava,2009_PS155,2009_PS151 ,17/02/2009,10,3,No,1,0,3,0.19512,0.22582,0.35634,0.53652,0.41542,0.2033,0.23622,0.40332,0.64844,0.48358,2.1088,3.0385,15.03,10.76,16.33,11.15,-0.05415,-0.722505065,0.26573333,3.666666665,0.0561,-1.38522145,0.0047,2.56363636,0.27506667,3.33333333,0.00183333,-1.3722396,3,0.946,0.962414677,0.95652,0.96295,16.5,45.66666667,0.958903333,8.565633357,9.790354105,5.1694827,2.512690481,5.683392727,3.211983982,,,5.426437714,2.862337232,1902.627173,4135.805336,3641.232804,,3888.51907
Prinia subflava,2009_PS158,2009_PS116 ,19/02/2009,17,4,No,1,0,3,0.23938,0.27406,0.42136,0.60104,0.47956,0.18546,0.22652,0.34704,0.46076,0.38274,1.232,4.5103,16.05,11.36,16.22,11.08,0.177666667,1.998421267,0.303566667,3.111111113,0.096044443,-1.2865527,0.0793,2.25711575,0.3114,2.66666667,0.03513333,-1.1848975,4,0.899091667,0.95317835,0.915456667,0.902885,-4.333333333,-1.75,0.9647575,7.347804608,5.972309248,4.491378783,3.707246732,5.910809578,3.160023533,6.313708723,4.912226509,5.571965695,3.926498925,2803.001742,1853.452694,2973.106733,2058.100977,2294.886801
Prinia subflava,2009_PS161,2009_PS130 ,21/02/2009,11,4,Yes,0,1,1,0.10969,0.21132,0.32774,0.39019,0.34505,0.31376,0.6095,0.66022,0.60622,0.63818,9.01245,12.3442,15.67,11.3,16.6,11.37,0.210233333,0.721428743,0.332866667,2.333333333,0.25892222,-1.322719767,-0.1099,-0.1412112,0.32903333,3.33333333,0.77826667,-0.9151402,4,0.84793,0.963412954,0.9819375,0.9819375,-281,-281,0.963835,6.913756804,5.441573351,7.949775371,6.469216083,9.733218674,8.311929705,9.806842727,10.63239073,9.163278924,8.471178839,3296.647735,3262.916236,3340.289263,4960.440509,3854.548669
Prinia subflava,2009_PS162,2009_PS158 ,21/02/2009,12,4,Yes,0,1,1,0.15802,0.28902,0.42582,0.46512,0.43368,0.23938,0.27406,0.42136,0.60104,0.47956,7.50545,8.187125,14.83,10.62,16.42,11.32,0.02905,0.892214605,0.311266665,3.33333333,0.063266665,-1.14907745,-0.0012,-0.0365112,0.29753333,3.33333333,0.03286667,-1.1860691,3,0.965766667,0.964023546,0.88418,0.9196175,13.5,-28.25,0.9662175,6.459595813,4.485579964,6.086032406,5.05578009,4.047415349,3.186929076,,,5.066723878,4.121354583,2378.131063,2851.190182,2497.171211,,2674.180696
Prinia subflava,2009_PS168,2009_PS175 ,23/02/2009,12,4,No,1,1,1,0.13384,0.22798,0.36302,0.44964,0.38822,0.1107,0.13448,0.23798,0.41802,0.2976,7.0184,4.9052,15.98,11.44,15.5,11.97,0.403733333,1.9538571,0.318555553,3.555555553,0.18321111,-1.3414773,0.2687,1.74254215,0.34183333,2.33333333,0.1542,-1.3244907,4,0.9031,0.963762432,0.90211,0.90575,20,22.5,0.96739,9.890851167,8.122051142,6.814153103,5.406535111,6.024951864,3.038203102,,,6.419552484,4.222369107,3084.748521,2964.320662,3797.881389,2753.738085,3171.980045
Prinia subflava,2009_PS169,2009_PS131 ,22/02/2009,15,4,No,0,0,3,0.24884,0.58502,0.62628,0.5313,0.59002,0.28872,0.55234,0.59736,0.53858,0.57428,2.2644,0.5408,14.58,10.78,15.34,11.48,0.579466667,1.426044117,0.337177777,3.11111111,0.406988887,-0.873846733,0.163,0.2935879,0.34583333,2.66666667,0.5552,0.03138221,4,0.915326667,0.947042333,0.948023333,0.9554475,-254.6666667,-273.25,0.9725875,7.197363537,6.209727391,6.218319809,5.13614997,5.988374371,4.139767959,6.47802907,5.50868383,6.228241083,4.928200586,3380.846692,2650.631891,2651.042017,3296.017789,2865.897232
Prinia subflava,2009_PS176,2009_PS162 ,23/02/2009,12,3,Yes,0,1,1,0.27568,0.30532,0.44928,0.60058,0.49722,0.15802,0.28902,0.42582,0.46512,0.43368,5.3199,2.13775,14.68,10.96,15.41,10.9,0.2689,2.55365622,0.38616667,2,0.1053,-1.3320212,0.2296,2.08537693,0.37496667,2,0.1101,-1.3280382,2,0.890243333,0.966946688,0.97222,0.947606667,19,30.33333333,0.966666667,5.94142625,4.21449674,8.571413909,5.286752711,,,,,8.571413909,5.286752711,2885.055161,1365.943754,,,1365.943754
Prinia subflava,2009_PS177,2009_PS134 ,23/02/2009,13,4,No,1,0,3,0.63632,0.86416,0.90568,0.88832,0.89792,0.30072,0.63374,0.68106,0.5756,0.64086,5.1066,6.7454,15.27,11.61,15.91,11.94,0.222933333,0.67527551,0.36238889,2.88888889,0.38181111,0.771349,0.0802,0.16330686,0.33946667,3.33333333,0.4911,-0.1460052,4,0.92002,0.940877084,0.90762,0.9225,-142,-213.75,0.9713925,5.648170611,4.059970593,6.37362962,5.275075888,6.090021091,5.282296381,5.958590281,4.758941802,6.140746997,5.105438024,4734.800491,3996.7449,3255.491226,3137.728869,3463.321665
Prinia subflava,2009_PS178,2009_PS163 ,25/02/2009,11,4,No,0,0,9,0.33966,0.61178,0.62902,0.54254,0.5975,0.65956,0.87044,0.89212,0.83976,0.87268,3.4872,7.5763,16.12,11.17,15.09,11.05,0.058833333,0.2007671,0.346944447,2.777777777,0.293544443,0.189917997,0.5772,1.25605687,0.35316667,2.66666667,0.45953333,1.03709264,4,0.92433,0.942163082,0.924476667,0.923275,173.6666667,109.75,0.9681225,6.187747923,4.670333756,6.583326876,5.537366215,6.334186699,5.084684901,6.102665179,4.860758419,6.340059585,5.160936512,2798.767508,3420.109122,3115.020735,3417.810642,3317.646833
Prinia subflava,2009_PS180,2009_PS102 ,24/02/2009,15,3,No,1,1,1,0.28058,0.54402,0.6005,0.53854,0.57508,0.60802,0.79036,0.80948,0.76752,0.79388,5.0668,6.4485,16.78,11.1,15.61,11.63,-0.0258,-0.0366894,0.32493333,4,0.7032,0.51553324,0.5667,2.35080199,0.34643333,3.33333333,0.24106667,0.52595217,3,0.9139,0.941719241,0.937145,0.9242,255,198.6666667,0.98297,6.075593836,4.724372243,5.570674866,4.224173381,6.179033695,4.725864762,,,5.874854281,4.475019072,2619.829051,4450.31989,3766.110532,,4108.215211
Prinia subflava,2009_PS181,2009_PS149 ,22/02/2009,17,3,No,1,1,7,0.20498,0.43312,0.48392,0.42074,0.45796,0.61802,0.91024,0.94338,0.8872,0.9219,4.5867,13.9931,15.53,11.04,15.46,11.01,0.2765,0.54842975,0.3526,2.66666667,0.50416667,-0.2179463,0.1706,0.56458908,0.3771,1.66666667,0.30216667,1.18436647,3,0.907893333,0.93556058,0.89756,0.91289,22.5,-12,0.94327,6.923770521,4.803300751,6.64524112,4.846704855,6.010697395,5.413282273,,,6.327969258,5.129993564,3059.67334,3322.171372,3433.638608,,3377.90499
Prinia subflava,2009_PS183,2009_PS169 ,24/02/2009,15,4,Yes,0,1,2,0.398,0.6635,0.73924,0.67264,0.71142,0.24884,0.58502,0.62628,0.5313,0.59002,3.6055,3.7421,13.69,11.07,14.78,10.71,0.0145,0.1128112,0.42813333,2,0.12853333,-0.8133883,0.9098,2.39085494,0.33076667,4,0.38053333,-1.1098831,2,0.89714,0.938249725,0.93836,0.932035,68,82,0.96906,4.89361796,2.648683408,7.429304068,5.580516104,,,,,7.429304068,5.580516104,3004.234784,2322.062035,,,2322.062035
Prinia subflava,2009_PS186,2009_PS125 ,25/02/2009,12,4,No,1,0,3,0.35942,0.40976,0.5225,0.64712,0.56202,0.68214,0.80916,0.85178,0.86104,0.85306,5.5104,8.3458,15.73,11.52,15.21,11.44,-0.056666667,-0.10731364,0.355633333,2.666666667,0.543566667,-0.590400233,0.0392,0.08696295,0.3457,2.33333333,0.45076667,-0.4222237,4,0.933128333,0.940406343,0.927266667,0.9301875,143,69.5,0.952395,6.823485991,6.614949507,6.587437894,5.148271792,6.642229289,5.859937571,5.98274596,5.134535396,6.404137714,5.38091492,2977.339422,4419.808994,4103.132739,4681.61701,4401.519581
Prinia subflava,2009_PS190,2009_PS186 ,27/02/2009,14,4,No,0,1,2,0.50532,0.82762,0.85834,0.78612,0.831,0.35942,0.40976,0.5225,0.64712,0.56202,6.8035,7.8218,15.53,11.93,15.33,11.33,-0.097133333,-0.24996548,0.354644443,2.222222223,0.571955557,-0.014252393,-0.3969,-0.7827373,0.3513,2.66666667,0.50706667,-0.8950802,4,0.921036667,0.938998722,0.95701,0.952605,330.3333333,273,0.920605,7.448742769,5.002754909,6.030832676,4.582470473,5.798368617,4.564505027,6.688344953,4.483864918,6.172515415,4.543613473,3248.417617,3659.162585,4086.90751,3381.574605,3709.2149
Prinia subflava,2009_PS191,2009_PS168 ,27/02/2009,12,3,No,1,0,4,0.18518,0.21648,0.3529,0.51814,0.4064,0.13384,0.22798,0.36302,0.44964,0.38822,4.4364,0.9153,16.15,11.89,16.05,11.45,0.05685,0.689402735,0.279066665,2.166666665,0.08586667,-1.1333024,0.0588,1.21153846,0.2792,2.66666667,0.04853333,-1.2169309,3,0.886266667,0.940989815,0.911225,0.925313333,60,77,0.945253333,5.577573784,3.708177352,5.592869711,2.872747361,5.428875359,3.488584069,,,5.510872535,3.180665715,3057.649098,3513.201369,2660.228749,,3086.715059
Prinia subflava,2009_PS192,2009_PS185 ,27/02/2009,12,4,No,3,0,4,0.1903,0.20622,0.34242,0.5444,0.40888,0.24854,0.35318,0.48184,0.55012,0.50054,7.0297,4.0453,16.21,11.48,15.51,11.08,0.04395,0.30530133,0.348216665,2.5,0.1694,-1.0060264,-0.1356,-0.8788075,0.34523333,3.33333333,0.1543,-0.6843389,4,0.87755,0.938906861,0.902785,0.902785,-2.5,-2.5,0.918695,6.879563343,6.626868246,8.236767233,5.763298553,5.641418896,5.597565393,,,6.939093065,5.680431973,3155.364661,3644.91058,2949.310838,,3297.110709
Prinia subflava,2009_PS193,2009_PS176 ,27/02/2009,13,4,No,1,0,4,0.165,0.19924,0.3341,0.53026,0.39892,0.27568,0.30532,0.44928,0.60058,0.49722,4.8607,4.4054,15.45,11.13,14.87,11.9,0.0626,0.04199618,0.33751111,1.888888887,0.214699997,-1.043776567,0.007,0.23622047,0.35096667,1.66666667,0.02963333,-1.183036,4,0.930376667,0.944471139,0.94701,0.9533125,65.33333333,87.75,0.9262375,4.902215632,2.466808312,7.000968226,5.130839346,6.938683119,5.356302106,6.353746313,5.200129242,6.764465886,5.229090231,1942.360432,3480.067916,3760.227684,4162.494068,3800.929889
Prinia subflava,2009_PS197,2009_PS129 ,27/02/2009,14,3,No,1,1,2,0.28308,0.6853,0.73186,0.6018,0.68276,0.29848,0.68458,0.70242,0.55948,0.65036,1.4293,0.9723,15.38,11.31,15.94,11.29,0.0192,-0.0415793,0.32975,2.666666665,0.21653333,-0.38437325,-0.3694,-0.8469887,0.50153333,1.66666667,0.43613333,1.6677687,3,0.896573333,0.935635431,0.94393,0.940396667,179,172,0.965066667,9.29489602,6.735878199,6.272532315,5.180121732,6.750170854,5.926043163,,,6.511351585,5.553082448,2931.636331,3030.117618,2592.303265,,2811.210442
Prinia subflava,2009_PS198,2009_PS167 ,27/02/2009,14,2,No,1,0,4,0.67352,0.83378,0.85598,0.83506,0.84756,0.33278,0.59486,0.63444,0.56824,0.60884,4.3261,6.6161,16.08,11.37,15.68,11.8,-0.2959,-0.7215313,0.40183333,2.66666667,0.4101,0.75696152,-0.1865,-0.3020732,0.3339,3.33333333,0.6174,-0.5649039,2,0.9506,0.943315124,0.9012,0.916715,143,-73,0.92108,6.011548885,5.476368523,5.56611487,4.101967834,,,,,5.56611487,4.101967834,4019.368391,4409.214988,,,4409.214988
Prinia subflava,2009_PS202,2009_PS183 ,01/03/2009,17,3,No,1,1,3,0.25812,0.58354,0.6363,0.56396,0.60786,0.398,0.6635,0.73924,0.67264,0.71142,3.2458,3.1464,14.9,10.84,14,11,-0.059,-0.096492195,0.359283335,2.66666667,0.578516665,0.129876005,0.2098,1.41026216,0.31846667,3.33333333,0.14876667,-0.7570455,3,0.920756667,0.946928325,0.96521,0.964853333,504.5,445.3333333,0.96876,5.234259204,3.71123468,6.044176597,4.648068998,5.123049456,3.516106933,,,5.583613027,4.082087966,2221.728833,3799.070845,4835.269089,,4317.169967
Prinia subflava,2009_PS204,2009_PS182 ,27/02/2009,15,4,Yes,0,1,4,0.5965,0.73532,0.7797,0.79198,0.7822,0.41526,0.6076,0.66294,0.64492,0.65388,2.107,3.5837,15.76,11.53,16.15,11.27,0.7466,1.5802173,0.34563333,3.33333333,0.47246667,-0.7259588,-0.392,-0.8267135,0.3355,4,0.47416667,0.0526541,2,0.91055,0.941448892,0.97664,0.96796,-1038,-987.5,0.99119,4.396971911,3.003217767,5.725583159,3.94224976,,,,,5.725583159,3.94224976,6321.293881,3491.347922,,,3491.347922
Prinia subflava,2009_PS205,2009_PS191 ,01/03/2009,14,4,Yes,0,0,4,0.20634,0.27744,0.37962,0.43928,0.39684,0.18518,0.21648,0.3529,0.51814,0.4064,5.5016,0.4761,15.4,11.28,15.9,11.92,0.03105,0.43866266,0.299166665,3.33333333,0.080916665,-1.0538556,0.0324,0.89420423,0.31706667,5.33333333,0.03623333,-1.2838462,3,0.9159,0.940965244,0.87209,0.88372,-14.5,-35.66666667,0.927476667,4.325237021,2.360610196,5.396661,4.837232939,5.861799601,4.826240061,,,5.629230301,4.8317365,3727.494826,3539.969454,3063.604108,,3301.786781
Prinia subflava,2009_PS206,2009_PS193 ,01/03/2009,14,3,No,NaN,0,3,0.37484,0.44038,0.54588,0.60908,0.56368,0.165,0.19924,0.3341,0.53026,0.39892,9.5762,6.9145,14.97,11.02,15.34,11.04,0.06775,0.22021897,0.3316,3.666666665,0.28615,-0.4322238,0.0496,0.23876765,0.3414,2.66666667,0.20773333,-1.0668779,3,0.937066667,0.940469833,0.94046,0.920183333,311.5,207.6666667,0.963716667,5.840631282,4.377330946,5.503282937,4.626705444,4.955301013,3.339271219,,,5.229291975,3.982988332,3182.955774,2845.378179,3696.062205,,3270.720192
Prinia subflava,2009_PS212,2009_PS188 ,04/03/2009,11,3,Yes,0,0,7,0.568,0.73308,0.7711,0.73182,0.75524,0.64586,0.7535,0.82702,0.88106,0.84268,2.208,2.191,14.3,11.99,15.6,11.32,0.1101,0.31383109,0.419616665,2,0.3722,-0.1668834,-0.1557,-0.3133427,0.38046667,2,0.4969,-0.4466597,3,0.93452,0.938476866,0.92734,0.933496667,-101,-149.3333333,0.9694,6.394408005,5.350827155,7.849599826,5.943772344,7.483018024,6.646327422,,,7.666308925,6.295049883,3631.581705,2864.845347,3035.595592,,2950.22047
Prinia subflava,2009_PS216,2009_PS205 ,04/03/2009,15,3,No,2,1,1,0.2104,0.23038,0.36594,0.54116,0.42304,0.20634,0.27744,0.37962,0.43928,0.39684,5.2469,1.2787,15.14,11.03,15.71,11.45,-0.16415,-0.87052385,0.31881667,3,0.147983335,-0.9833647,-0.0386,-0.2961637,0.33266667,1.66666667,0.13033333,-1.0129435,3,0.89899,0.940668426,0.908585,0.920696667,31,67.66666667,0.92529,6.043995241,4.422212626,5.716193688,3.229762325,7.406490669,6.538438074,,,6.561342179,4.8841002,2707.469269,3090.631737,2900.596161,,2995.613949
Prinia subflava,2009_PS225,2009_PS197 ,05/02/2009,17,3,Yes,0,1,3,0.1692,0.49092,0.50444,0.37774,0.4585,0.28308,0.6853,0.73186,0.6018,0.68276,2.257,7.9637,16.27,11.72,15.19,11.39,0.2913,0.78793616,0.3725,3.33333333,0.3697,0.05017596,-0.5509,-1.2500567,0.3593,2.66666667,0.4407,0.19411772,2,0.92993,0.943970733,0.93431,0.919885,310,205.5,0.95549,6.716321319,5.280408882,6.186495336,4.971631902,,,,,6.186495336,4.971631902,3273.265403,4030.371137,,,4030.371137
Prinia subflava,2009_PS243,2009_PS207 ,08/03/2009,17,3,No,0,1,2,0.61372,0.781,0.7863,0.74514,0.77164,0.4219,0.70024,0.73402,0.67174,0.71014,3.2784,1.6611,15.12,11.35,15.79,11.36,0.19165,0.406758895,0.37511667,3,0.53725,-0.2832479,-0.095,-0.2282008,0.4441,2,0.4163,1.09950074,3,0.924213333,0.937839533,0.90598,0.917713333,69,79,0.969153333,8.372487047,6.725069935,7.671045531,4.579002835,6.467556979,4.767415006,,,7.069301255,4.673208921,3178.698696,2374.137953,3165.215996,,2769.676975
Prinia subflava,2009_PS246,2009_PS225 ,08/03/2009,17,3,No,0,0,3,0.34038,0.6991,0.72616,0.61398,0.68474,0.1692,0.49092,0.50444,0.37774,0.4585,3.8952,8.0216,14.38,11.08,16.38,11.76,0.1794,0.324945535,0.40201667,2.666666665,0.568866665,-0.01978549,0.4135,1.05136028,0.35883333,2.66666667,0.3933,0.47909641,3,0.932956667,0.938188498,0.92227,0.92577,-158,-169.6666667,0.913256667,7.437894011,5.509984267,8.498979938,6.266348781,6.723507749,5.369040445,,,7.611243844,5.817694613,3199.989111,2932.626741,3102.263069,,3017.444905
