Year_Nest_Egg_NestIn,Year,Nest,Egg,NestIn,COMPLEXITY_a,COMPLEXITY_b,COMPLEXITY_c,COMPLEXITY_d,COMPLEXITY_ac,COMPLEXITY_bd,Species
2020_PS102_P1_PS102,2020,PS102,P1,PS102,3566.303841,3571.791165,3925.618348,3397.513557,3745.961095,3484.652361,P
2020_PS102_P2_PS102,2020,PS102,P2,PS102,4486.616223,3285.643277,4539.824579,4121.304596,4513.220401,3703.473937,P
2020_PS102_P3_PS102,2020,PS102,P3,PS102,3455.987853,3182.595382,3771.697963,3334.473492,3613.842908,3258.534437,P
2020_PS098_P1_PS102,2020,PS098,P1,PS102,3391.660405,2897.311099,2771.120612,2769.505239,3081.390509,2833.408169,P
2020_PS106_P1_PS106,2020,PS106,P1,PS106,3110.288872,2975.55504,3107.224532,3376.920367,3108.756702,3176.237704,P
2020_PS106_P2_PS106,2020,PS106,P2,PS106,3114.365433,3105.204991,2683.894487,2760.252592,2899.12996,2932.728792,P
2020_PS106_P3_PS106,2020,PS106,P3,PS106,2776.715055,3221.981005,2712.916146,2814.380397,2744.815601,3018.180701,P
2020_PS090_P4_PS106,2020,PS090,P4,PS106,2737.049741,2829.990367,2841.492746,3183.538436,2789.271244,3006.764402,P
2020_PS117_P1_PS117,2020,PS117,P1,PS117,2056.816456,1904.861724,1970.540875,2086.883059,2013.678666,1995.872392,P
2020_PS117_P2_PS117,2020,PS117,P2,PS117,2064.481126,1748.652561,2065.498759,1663.26743,2064.989943,1705.959996,P
2020_PS117_P3_PS117,2020,PS117,P3,PS117,2321.869376,2172.051606,1941.670467,1723.75281,2131.769922,1947.902208,P
2020_PS099_P4_PS117,2020,PS099,P4,PS117,3572.678946,924.3582212,2814.532243,2493.829144,3193.605595,1709.093683,P
2020_PS118_P1_PS118,2020,PS118,P1,PS118,3691.241692,3698.488661,3308.959284,3566.43579,3500.100488,3632.462226,P
2020_PS118_P2_PS118,2020,PS118,P2,PS118,4073.078969,3978.763126,3782.219368,4014.143836,3927.649169,3996.453481,P
2020_PS118_P3_PS118,2020,PS118,P3,PS118,3244.469538,3343.559219,3704.422283,3290.111219,3474.445911,3316.835219,P
2020_PS095_P4_PS118,2020,PS095,P4,PS118,3347.877716,2750.69991,3770.420797,3766.645134,3559.149257,3258.672522,P
2020_PS120_P1_PS120,2020,PS120,P1,PS120,4326.165024,3575.210971,3050.92223,3626.36353,3688.543627,3600.787251,P
2020_PS120_P2_PS120,2020,PS120,P2,PS120,4756.229226,4177.631976,3107.387894,4899.137487,3931.80856,4538.384732,P
2020_PS120_P3_PS120,2020,PS120,P3,PS120,4605.384843,3131.99375,2533.354907,3253.956687,3569.369875,3192.975219,P
2020_PS120_P4_PS120,2020,PS120,P4,PS120,3744.087773,3807.691932,2832.580384,3764.162118,3288.334079,3785.927025,P
2020_PS106_P3_PS120,2020,PS106,P3,PS120,2691.180798,2359.864546,2604.563736,2933.298859,2647.872267,2646.581703,P
2020_PS128_P1_PS128,2020,PS128,P1,PS128,2550.318775,2309.447087,2734.4382,2442.450193,2642.378488,2375.94864,P
2020_PS128_P2_PS128,2020,PS128,P2,PS128,2246.829243,2518.376413,2610.356123,2473.147569,2428.592683,2495.761991,P
2020_PS128_P3_PS128,2020,PS128,P3,PS128,2937.609613,2303.944128,2573.55321,2739.774486,2755.581412,2521.859307,P
2020_PS117_P3_PS128,2020,PS117,P3,PS128,1883.876003,2187.664795,1678.97856,1826.325045,1781.427282,2006.99492,P
2020_PS130_P1_PS130,2020,PS130,P1,PS130,2216.882937,1955.31864,2363.988803,2078.495871,2290.43587,2016.907256,P
2020_PS130_P2_PS130,2020,PS130,P2,PS130,2065.21145,1649.963574,2127.281487,2027.261081,2096.246469,1838.612328,P
2020_PS130_P3_PS130,2020,PS130,P3,PS130,2023.43843,1932.983185,2306.950013,1886.961244,2165.194222,1909.972215,P
2020_PS094_P4_PS130,2020,PS094,P4,PS130,2443.276324,2250.616272,2425.937842,2353.154643,2434.607083,2301.885458,P
2020_PS133_P1_PS133,2020,PS133,P1,PS133,1720.859484,2492.125109,2280.843293,2140.577955,2000.851389,2316.351532,P
2020_PS133_P2_PS133,2020,PS133,P2,PS133,2716.711126,2924.178352,2397.92712,2856.061582,2557.319123,2890.119967,P
2020_PS133_P3_PS133,2020,PS133,P3,PS133,2800.935587,3478.077818,2541.605917,2899.155552,2671.270752,3188.616685,P
2020_PS133_P4_PS133,2020,PS133,P4,PS133,3006.009598,3075.742339,3314.229825,3334.309637,3160.119712,3205.025988,P
2020_PS128_P3_PS133,2020,PS128,P3,PS133,2952.693141,2321.108636,3167.502954,2478.903345,3060.098048,2400.005991,P
2020_PS134_P1_PS134,2020,PS134,P1,PS134,1562.816445,1540.440625,811.5412227,1684.19105,1187.178834,1612.315838,P
2020_PS134_P2_PS134,2020,PS134,P2,PS134,1336.200216,1434.905776,1144.007497,1633.177951,1240.103857,1534.041864,P
2020_PS134_P3_PS134,2020,PS134,P3,PS134,1016.132262,1568.247976,999.5527081,1196.113778,1007.842485,1382.180877,P
2020_PS057_P2_PS134,2020,PS057,P2,PS134,1592.743,1483.342747,1866.305159,1914.21817,1729.52408,1698.780459,P
2020_PS135_P1_PS135,2020,PS135,P1,PS135,2161.807109,2203.282738,2019.665965,1847.588587,2090.736537,2025.435663,P
2020_PS135_P2_PS135,2020,PS135,P2,PS135,2022.965813,2381.094813,2255.10184,2246.759294,2139.033827,2313.927054,P
2020_PS135_P3_PS135,2020,PS135,P3,PS135,1637.096829,1640.060145,1514.552529,1710.234419,1575.824679,1675.147282,P
2020_PS135_P4_PS135,2020,PS135,P4,PS135,2011.71221,1669.631817,1561.302242,1800.952418,1786.507226,1735.292118,P
2020_PS089_P3_PS135,2020,PS089,P3,PS135,2204.426816,1994.427228,2161.749666,1948.18639,2183.088241,1971.306809,P
2020_PS136_P1_PS136,2020,PS136,P1,PS136,1789.111915,1654.423262,1097.046888,1815.56199,1443.079402,1734.992626,P
2020_PS136_P2_PS136,2020,PS136,P2,PS136,1613.153196,1654.585688,1375.625998,1728.559106,1494.389597,1691.572397,P
2020_PS136_P3_PS136,2020,PS136,P3,PS136,1728.248358,1974.888126,1661.192368,2004.900249,1694.720363,1989.894188,P
2020_PS136_P4_PS136,2020,PS136,P4,PS136,1598.217416,1554.960622,1524.529095,1706.410834,1561.373256,1630.685728,P
2020_PS014_P1_PS136,2020,PS014,P1,PS136,1071.786742,1292.505463,1575.408686,1321.252405,1323.597714,1306.878934,P
2020_PS137_P1_PS137,2020,PS137,P1,PS137,4305.610207,2573.990938,2664.269125,3301.508063,3484.939666,2937.749501,P
2020_PS137_P2_PS137,2020,PS137,P2,PS137,2716.085906,2724.94063,2907.199265,3302.753046,2811.642586,3013.846838,P
2020_PS137_P3_PS137,2020,PS137,P3,PS137,3251.333668,3266.502107,3225.1938,3269.664265,3238.263734,3268.083186,P
2020_PS133_P4_PS137,2020,PS133,P4,PS137,2513.26341,2614.901098,2328.864412,2361.093933,2421.063911,2487.997516,P
2020_PS141_P1_PS141,2020,PS141,P1,PS141,2838.583308,2876.142218,3326.207805,3329.81307,3082.395557,3102.977644,P
2020_PS141_P2_PS141,2020,PS141,P2,PS141,3408.542083,4095.130463,3645.463027,3039.024183,3527.002555,3567.077323,P
2020_PS141_P3_PS141,2020,PS141,P3,PS141,2959.477619,3377.613435,3522.146086,4320.162586,3240.811853,3848.888011,P
2020_PS129_P4_PS141,2020,PS129,P4,PS141,3089.678528,3854.683405,3910.528537,4077.583477,3500.103533,3966.133441,P
2020_PS146_P1_PS146,2020,PS146,P1,PS146,2003.501452,2041.734067,2012.60132,2167.576989,2008.051386,2104.655528,P
2020_PS146_P2_PS146,2020,PS146,P2,PS146,1801.457978,1902.519394,1759.51406,1552.275448,1780.486019,1727.397421,P
2020_PS146_P3_PS146,2020,PS146,P3,PS146,2247.342393,2328.95645,2253.632595,1869.973934,2250.487494,2099.465192,P
2020_PS135_P4_PS146,2020,PS135,P4,PS146,1401.720866,1482.485896,1909.527926,1952.241655,1655.624396,1717.363776,P
2020_PS150_P1_PS150,2020,PS150,P1,PS150,2592.082845,2295.917803,2439.21442,2896.267606,2515.648633,2596.092705,P
2020_PS150_P2_PS150,2020,PS150,P2,PS150,2685.562501,2623.599935,2648.881876,2110.903373,2667.222189,2367.251654,P
2020_PS150_P3_PS150,2020,PS150,P3,PS150,3354.835407,3686.634666,3434.655278,3667.479973,3394.745343,3677.05732,P
2020_PS141_P3_PS150,2020,PS141,P3,PS150,4498.869577,4481.47166,4018.02092,3741.614502,4258.445249,4111.543081,P
2020_PS151_P1_PS151,2020,PS151,P1,PS151,3201.828227,2978.179996,2754.785131,3065.554388,2978.306679,3021.867192,P
2020_PS151_P2_PS151,2020,PS151,P2,PS151,3276.833451,3510.939036,2563.708782,2581.700285,2920.271117,3046.319661,P
2020_PS151_P3_PS151,2020,PS151,P3,PS151,4020.994548,3860.996079,3290.479451,3301.430104,3655.737,3581.213092,P
2020_PS118_P3_PS151,2020,PS118,P3,PS151,3897.05458,3544.305887,2759.77586,3220.261892,3328.41522,3382.28389,P
2020_PS153_P1_PS153,2020,PS153,P1,PS153,4843.364146,3214.556971,3529.176348,4885.371254,4186.270247,4049.964113,P
2020_PS153_P2_PS153,2020,PS153,P2,PS153,2814.970025,2573.372254,2478.994644,2753.294189,2646.982335,2663.333222,P
2020_PS137_P3_PS153,2020,PS137,P3,PS153,3554.012827,3437.070816,2917.163718,3592.228856,3235.588273,3514.649836,P
2020_PS159_P1_PS159,2020,PS159,P1,PS159,2810.547512,1846.064422,3325.137246,3487.382617,3067.842379,2666.72352,P
2020_PS159_P2_PS159,2020,PS159,P2,PS159,3006.804899,2093.64917,3362.530161,4247.8541,3184.66753,3170.751635,P
2020_PS159_P3_PS159,2020,PS159,P3,PS159,2904.820296,1811.063983,2883.159235,3689.823863,2893.989766,2750.443923,P
2020_PS159_P4_PS159,2020,PS159,P4,PS159,3392.300151,2609.871494,2770.007953,3847.626002,3081.154052,3228.748748,P
2020_PS159_P5_PS159,2020,PS159,P5,PS159,2982.409129,1951.006102,2741.916476,3259.542792,2862.162803,2605.274447,P
2020_PS142_P4_PS159,2020,PS142,P4,PS159,3949.415895,2837.731875,2880.159465,4283.40035,3414.78768,3560.566113,P
2020_PS161_P1_PS161,2020,PS161,P1,PS161,2968.670465,2673.331487,2682.055305,2429.568605,2825.362885,2551.450046,P
2020_PS161_P2_PS161,2020,PS161,P2,PS161,3114.138851,3228.551986,3599.967938,2251.65534,3357.053395,2740.103663,P
2020_PS161_P3_PS161,2020,PS161,P3,PS161,3789.560974,4639.999573,4296.81224,5066.868988,4043.186607,4853.434281,P
2020_PS159_P5_PS161,2020,PS159,P5,PS161,2727.456869,3294.219434,2791.799581,2984.800568,2759.628225,3139.510001,P
2020_PS162_P1_PS162,2020,PS162,P1,PS162,2906.119367,4369.167516,5775.011608,4925.508988,4340.565488,4647.338252,P
2020_PS162_P2_PS162,2020,PS162,P2,PS162,2558.82657,3871.610651,4455.479013,3678.013773,3507.152792,3774.812212,P
2020_PS162_P3_PS162,2020,PS162,P3,PS162,2192.109695,3255.847029,3216.967944,2732.067465,2704.53882,2993.957247,P
2020_PS162_P4_PS162,2020,PS162,P4,PS162,2544.63362,3125.616352,3358.74469,3309.942304,2951.689155,3217.779328,P
2020_PS165_P3_PS162,2020,PS165,P3,PS162,2127.648896,2815.362832,2352.628951,2322.193764,2240.138924,2568.778298,P
2020_PS164_P1_PS164,2020,PS164,P1,PS164,2161.121207,2946.264031,1934.60225,2393.807348,2047.861729,2670.03569,P
2020_PS164_P2_PS164,2020,PS164,P2,PS164,2110.146233,1788.922027,1474.183075,1977.716126,1792.164654,1883.319077,P
2020_PS164_P3_PS164,2020,PS164,P3,PS164,1884.72871,2680.099238,2035.932136,1919.652529,1960.330423,2299.875884,P
2020_PS164_P4_PS164,2020,PS164,P4,PS164,3107.839346,2397.058155,2277.066287,2684.584227,2692.452817,2540.821191,P
2020_PS150_P3_PS164,2020,PS150,P3,PS164,3872.866513,2883.415361,3511.743486,3452.532603,3692.305,3167.973982,P
2020_PS165_P1_PS165,2020,PS165,P1,PS165,3672.474904,4140.745559,3144.985899,3063.033068,3408.730402,3601.889314,P
2020_PS165_P2_PS165,2020,PS165,P2,PS165,3225.252851,2990.207927,2515.304386,2641.828372,2870.278619,2816.01815,P
2020_PS165_P3_PS165,2020,PS165,P3,PS165,2976.388723,3199.057916,2974.224601,2609.724704,2975.306662,2904.39131,P
2020_PS096_P4_PS165,2020,PS096,P4,PS165,2843.330458,3172.29997,3085.620085,2832.189007,2964.475272,3002.244489,P
2020_PS169_P1_PS169,2020,PS169,P1,PS169,3921.889802,3432.705844,2843.327954,2713.85339,3382.608878,3073.279617,P
2020_PS169_P2_PS169,2020,PS169,P2,PS169,3153.687189,2979.643769,2989.15496,2667.413994,3071.421075,2823.528882,P
2020_PS169_P3_PS169,2020,PS169,P3,PS169,3330.933595,2415.667567,2804.749532,2883.089649,3067.841564,2649.378608,P
2020_PS169_P4_PS169,2020,PS169,P4,PS169,3692.686177,3268.095139,3138.088661,2857.912843,3415.387419,3063.003991,P
2020_PS166_P4_PS169,2020,PS166,P4,PS169,4099.940237,3329.999105,3189.763599,2753.565405,3644.851918,3041.782255,P
2020_PS170_P1_PS170,2020,PS170,P1,PS170,1768.139188,1579.674599,1670.346569,1561.587385,1719.242879,1570.630992,P
2020_PS170_P2_PS170,2020,PS170,P2,PS170,1191.549805,1793.149729,1489.964334,1542.855446,1340.75707,1668.002588,P
2020_PS170_P3_PS170,2020,PS170,P3,PS170,1332.363178,1726.836436,1672.649523,1625.584974,1502.506351,1676.210705,P
2020_PS170_P4_PS170,2020,PS170,P4,PS170,1369.756292,1569.537509,1799.775247,1617.982538,1584.76577,1593.760024,P
2020_PS115_P4_PS170,2020,PS115,P4,PS170,1640.107018,2210.480975,2377.481845,2144.630672,2008.794432,2177.555824,P
2020_PS177_P1_PS177,2020,PS177,P1,PS177,4380.656854,4287.936766,5488.492477,4804.131826,4934.574666,4546.034296,P
2020_PS177_P2_PS177,2020,PS177,P2,PS177,4424.36363,4271.025416,4055.346487,4487.226984,4239.855059,4379.1262,P
2020_PS177_P3_PS177,2020,PS177,P3,PS177,3627.689238,3642.021449,2850.992451,2982.50669,3239.340845,3312.26407,P
2020_PS177_P4_PS177,2020,PS177,P4,PS177,3415.794038,3133.833335,3457.148967,3802.639068,3436.471503,3468.236202,P
2020_PS158_P4_PS177,2020,PS158,P4,PS177,2828.932935,3061.513619,2549.730741,3137.427985,2689.331838,3099.470802,P
2020_PS197_P1_PS197,2020,PS197,P1,PS197,4320.572787,4105.98299,4087.647152,3500.140503,4204.10997,3803.061747,P
2020_PS197_P2_PS197,2020,PS197,P2,PS197,2966.601491,2607.980596,3454.385275,4050.480426,3210.493383,3329.230511,P
2020_PS197_P3_PS197,2020,PS197,P3,PS197,3798.076938,4198.783648,4097.623093,3577.301009,3947.850016,3888.042329,P
2020_PS191_P4_PS197,2020,PS191,P4,PS197,2510.942104,3016.294915,3687.977391,2801.925658,3099.459748,2909.110287,P
2020_PS198_P1_PS198,2020,PS198,P1,PS198,1953.325225,1801.666527,1852.403791,1657.59459,1902.864508,1729.630559,P
2020_PS198_P2_PS198,2020,PS198,P2,PS198,2009.641709,1940.4547,2044.005936,2052.308655,2026.823823,1996.381678,P
2020_PS198_P3_PS198,2020,PS198,P3,PS198,2074.678923,1919.055519,1444.426758,2328.64548,1759.552841,2123.8505,P
2020_PS182_P3_PS198,2020,PS182,P3,PS198,1343.131855,1311.595236,1089.003075,1090.499712,1216.067465,1201.047474,P
2020_PS202_P1_PS202,2020,PS202,P1,PS202,4173.73194,3261.530688,3766.309486,4272.858875,3970.020713,3767.194782,P
2020_PS202_P2_PS202,2020,PS202,P2,PS202,2525.394083,2179.066979,3659.114092,3360.647271,3092.254088,2769.857125,P
2020_PS202_P3_PS202,2020,PS202,P3,PS202,3518.578906,3743.483828,3894.270838,4009.069244,3706.424872,3876.276536,P
2020_PS197_P3_PS202,2020,PS197,P3,PS202,3888.010575,4071.596411,3988.975066,4377.187236,3938.492821,4224.391824,P
2018_PS011pre_A1_PS011pre,2018,PS011pre,A1,PS011pre,2118.836809,1997.429884,1946.629096,NA,2032.732953,1997.429884,A
2018_PS012pre_A1_PS012pre,2018,PS012pre,A1,PS012pre,1855.348376,2701.105567,2651.850267,2710.668765,2253.599322,2705.887166,A
2018_PS012pre_A2_PS012pre,2018,PS012pre,A2,PS012pre,2022.784271,2675.052124,2284.316565,2203.64518,2153.550418,2439.348652,A
2018_PS035pre_A1_PS035pre,2018,PS035pre,A1,PS035pre,1580.563872,1498.091962,1572.33673,1532.326011,1576.450301,1515.208987,A
2018_PS051pre_A1_PS051pre,2018,PS051pre,A1,PS051pre,1922.658365,2205.538911,2196.201184,2441.421311,2059.429775,2323.480111,A
2018_PS051pre_A2_PS051pre,2018,PS051pre,A2,PS051pre,2292.73805,1975.28644,2041.070439,1675.367076,2166.904245,1825.326758,A
2018_PS105pre_A1_PS105pre,2018,PS105pre,A1,PS105pre,2130.143472,1940.554982,1738.700688,2226.4485,1934.42208,2083.501741,A
2018_PS105pre_A2_PS105pre,2018,PS105pre,A2,PS105pre,2038.350377,2279.011359,1473.799369,1723.769773,1756.074873,2001.390566,A
2018_PS128pre_A1_PS128pre,2018,PS128pre,A1,PS128pre,2420.568986,2155.507414,1815.21295,1627.563607,2117.890968,1891.535511,A
2018_PS128pre_A2_PS128pre,2018,PS128pre,A2,PS128pre,2090.423437,2132.926427,2063.741658,2031.111613,2077.082548,2082.01902,A
2018_PSK01pre_A1_PSK01pre,2018,PSK01pre,A1,PSK01pre,1741.004091,1954.814047,1762.44724,1618.806338,1751.725666,1786.810193,A
2018_PSK02pre_A1_PSK02pre,2018,PSK02pre,A1,PSK02pre,2213.11545,2120.041349,2224.856401,2137.099888,2218.985926,2128.570619,A
2018_PSK02pre_A2_PSK02pre,2018,PSK02pre,A2,PSK02pre,2169.636387,1979.125339,1893.845594,2116.562684,2031.740991,2047.844012,A
2018_PSK05pre_A1_PSK05pre,2018,PSK05pre,A1,PSK05pre,1650.974565,1979.852278,1949.146504,1716.521127,1800.060535,1848.186703,A
2018_PSK05pre_A2_PSK05pre,2018,PSK05pre,A2,PSK05pre,2311.187246,2141.203694,2074.533725,2008.788452,2192.860486,2074.996073,A
2018_PSK06pre_A1_PSK06pre,2018,PSK06pre,A1,PSK06pre,1802.684986,1574.342449,1643.88401,1549.225085,1723.284498,1561.783767,A
2019_PS001pre_A1_PS001pre,2019,PS001pre,A1,PS001pre,1473.971196,1577.432179,1359.997795,1427.856401,1416.984496,1502.64429,A
2019_PS037pre_A1_PS037pre,2019,PS037pre,A1,PS037pre,1708.32387,1418.905582,1732.543988,1833.647407,1720.433929,1626.276495,A
2019_PS085pre_A1_PS085pre,2019,PS085pre,A1,PS085pre,1802.887573,1620.834802,1837.600147,1392.863295,1820.24386,1506.849049,A
2019_PSK01pre_A1_PSK01pre,2019,PSK01pre,A1,PSK01pre,2037.097056,2102.14513,2019.471246,2167.847248,2028.284151,2134.996189,A
2019_PSK01pre_A2_PSK01pre,2019,PSK01pre,A2,PSK01pre,2157.838784,2213.104354,1782.220656,2202.521559,1970.02972,2207.812957,A
2019_PSK02pre_A1_PSK02pre,2019,PSK02pre,A1,PSK02pre,1910.3661,1991.596417,1931.051482,2155.056372,1920.708791,2073.326395,A
2019_PSK02pre_A2_PSK02pre,2019,PSK02pre,A2,PSK02pre,2054.119811,1944.098266,1987.082215,1772.43002,2020.601013,1858.264143,A
2019_PSK04pre_A1_PSK04pre,2019,PSK04pre,A1,PSK04pre,2398.819918,1789.538077,2447.284747,1874.502101,2423.052333,1832.020089,A
2019_PSK07pre_A1_PSK07pre,2019,PSK07pre,A1,PSK07pre,1888.209644,1817.598839,1622.959017,1798.22777,1755.584331,1807.913305,A
2019_PSK07pre_A2_PSK07pre,2019,PSK07pre,A2,PSK07pre,1579.922945,1606.565253,1939.470687,1713.022012,1759.696816,1659.793633,A
2019_PSK09pre_A1_PSK09pre,2019,PSK09pre,A1,PSK09pre,1641.102289,2004.133197,1999.723978,2106.088881,1820.413134,2055.111039,A
2019_PSK09pre_A2_PSK09pre,2019,PSK09pre,A2,PSK09pre,1918.077813,1787.279295,2295.41246,2060.444914,2106.745137,1923.862105,A
2020_PS017pre_A1_PS017pre,2020,PS017pre,A1,PS017pre,1803.437721,1628.796099,1869.447227,1718.004671,1836.442474,1673.400385,A
2020_PS017pre_A2_PS017pre,2020,PS017pre,A2,PS017pre,1788.115862,1609.488384,2050.228133,1662.176242,1919.171998,1635.832313,A
2020_PS032pre_A1_PS032pre,2020,PS032pre,A1,PS032pre,1523.945089,1533.195342,1483.08822,1767.634026,1503.516655,1650.414684,A
2020_PS032pre_A2_PS032pre,2020,PS032pre,A2,PS032pre,1398.926297,1617.475553,1452.182379,1882.397855,1425.554338,1749.936704,A
2020_PS055pre_A1_PS055pre,2020,PS055pre,A1,PS055pre,1375.209129,1260.805801,1275.60496,1573.003185,1325.407045,1416.904493,A
2020_PS055pre_P1_PS055pre,2020,PS055pre,P1,PS055pre,1639.770983,1338.49747,1274.364555,1363.438233,1457.067769,1350.967852,P
2020_PS068pre_A1_PS068pre,2020,PS068pre,A1,PS068pre,1254.818021,1407.658343,1406.364825,1665.849603,1330.591423,1536.753973,A
2020_PS086pre_A1_PS086pre,2020,PS086pre,A1,PS086pre,2076.327259,1316.311245,1478.396306,1344.448473,1777.361783,1330.379859,A
2020_PS086pre_A2_PS086pre,2020,PS086pre,A2,PS086pre,1354.888712,1880.088503,1159.50305,1089.828513,1257.195881,1484.958508,A
2020_PS086pre_A3_PS086pre,2020,PS086pre,A3,PS086pre,965.8934856,1356.703787,1372.352005,1737.68936,1169.122745,1547.196574,A
2020_PS088pre_A1_PS088pre,2020,PS088pre,A1,PS088pre,1679.177962,1300.71336,1703.336726,1440.736974,1691.257344,1370.725167,A
2020_PS107pre_A1_PS107pre,2020,PS107pre,A1,PS107pre,1477.64535,1600.212099,1366.79744,1565.562226,1422.221395,1582.887163,A
2020_PS107pre_A2_PS107pre,2020,PS107pre,A2,PS107pre,1805.452418,1684.349979,1549.484902,1574.496765,1677.46866,1629.423372,A
2020_PS107pre_P1_PS107pre,2020,PS107pre,P1,PS107pre,2059.098334,2170.201073,1791.31429,1704.316649,1925.206312,1937.258861,P
2020_PS138pre_A1_PS138pre,2020,PS138pre,A1,PS138pre,1715.994581,867.2180676,1427.711374,1318.71654,1571.852978,1092.967304,A
2020_PS138pre_A2_PS138pre,2020,PS138pre,A2,PS138pre,1691.947148,1850.942101,1947.446838,1817.950098,1819.696993,1834.4461,A
2020_PS167pre_A1_PS167pre,2020,PS167pre,A1,PS167pre,1645.451748,1810.06413,1697.469516,1870.754624,1671.460632,1840.409377,A
2020_PS167pre_A2_PS167pre,2020,PS167pre,A2,PS167pre,1856.401631,1699.0245,1787.928126,1503.571994,1822.164879,1601.298247,A
2020_PS187pre_A1_PS187pre,2020,PS187pre,A1,PS187pre,2125.146237,2014.222494,2313.069073,2402.639561,2219.107655,2208.431028,A
2020_PS187pre_A2_PS187pre,2020,PS187pre,A2,PS187pre,2090.815341,2264.622465,2073.731408,2155.622746,2082.273375,2210.122606,A
2020_PS192pre_A1_PS192pre,2020,PS192pre,A1,PS192pre,1664.71785,1265.458028,1551.190706,1208.677422,1607.954278,1237.067725,A
2020_PS192pre_A2_PS192pre,2020,PS192pre,A2,PS192pre,1715.356763,1512.500057,1788.088261,1264.773698,1751.722512,1388.636878,A
2020_PS192pre_P1_PS192pre,2020,PS192pre,P1,PS192pre,1173.928848,1726.040305,1094.630836,1324.840357,1134.279842,1525.440331,P
2020_PS195pre_A1_PS195pre,2020,PS195pre,A1,PS195pre,1436.138837,1331.059286,2429.537076,1335.524641,1932.837957,1333.291964,A
2020_PS195pre_P1_PS195pre,2020,PS195pre,P1,PS195pre,1438.381003,1575.904024,1669.756291,1564.347158,1554.068647,1570.125591,P
2020_PS195pre_P2_PS195pre,2020,PS195pre,P2,PS195pre,1255.363891,1767.357007,1444.428995,1600.30291,1349.896443,1683.829959,P
